HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.url,Input.screenshot,Input.title,Input.description,Input.class,Input.bin,Answer.taskAnswers,Approve,Reject
3P888QFVX3FBYI744CHO3CI6HA6QOT,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3EF8EXOTT2GC2NTKTM45JZP46QV1JA,AE03LUY7RH400,Approved,Thu Jun 03 23:16:43 PDT 2021,Thu Jun 03 23:18:55 PDT 2021,Sun Jun 06 23:18:55 PDT 2021,Sun Jun 06 23:19:22 PDT 2021,,,132,100% (306/306),0% (0/0),0% (0/0),1155738,www.petgroomer.com,1155738.jpeg,Home  PetGroomer.com,"Resources for pet dog and cat groomers and stylists including products, schools, mobile vans and trailers, equipment, tables, tubs, home study and more.",5,2,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""YES"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3UL5XDRDNC4JK41QD34P8FXF69G58T,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3EG49X351VX84TZ6GWVN54O0P046XH,AE03LUY7RH400,Approved,Fri Jun 04 08:37:05 PDT 2021,Fri Jun 04 08:38:42 PDT 2021,Mon Jun 07 08:38:42 PDT 2021,Mon Jun 07 08:39:27 PDT 2021,,,97,100% (306/306),0% (0/0),0% (0/0),966511,www.killorama.de,966511.jpeg,www.killorama.de  ruelps!,,2,1,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""YES"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3UL5XDRDNC4JK41QD34P8FXF69G58T,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,36NEMU28XGYV4WF8T76ISH7F6ZTMWW,A681XM15AN28F,Approved,Fri Jun 04 09:55:40 PDT 2021,Fri Jun 04 09:59:17 PDT 2021,Mon Jun 07 09:59:17 PDT 2021,Mon Jun 07 09:59:27 PDT 2021,,,217,100% (481/481),0% (0/0),0% (0/0),966511,www.killorama.de,966511.jpeg,www.killorama.de  ruelps!,,2,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3UL5XDRDNC4JK41QD34P8FXF69G58T,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3PS7W85Z80NO5VSK9TX20BUW26DT9N,AMG9Y1YLBTKIV,Approved,Fri Jun 04 11:22:36 PDT 2021,Fri Jun 04 11:23:37 PDT 2021,Mon Jun 07 11:23:37 PDT 2021,Mon Jun 07 11:24:27 PDT 2021,,,61,100% (424/424),0% (0/0),0% (0/0),966511,www.killorama.de,966511.jpeg,www.killorama.de  ruelps!,,2,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""YES"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3DGDV62G7OUCRZHKH142WUPTB9P2P9,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3WYP994K18CX4YPGLSHPOIV9R5K6Y7,AE03LUY7RH400,Approved,Thu Jun 03 23:29:11 PDT 2021,Thu Jun 03 23:32:38 PDT 2021,Sun Jun 06 23:32:38 PDT 2021,Sun Jun 06 23:33:22 PDT 2021,,,207,100% (306/306),0% (0/0),0% (0/0),1110080,the.link.free.fr,1110080.jpeg,freely increase the link popularity and the promotion of your web site in the search engines.,freely increase the link popularity of your website in the search engines. It's free and it's for all the webmasters who would like to increase the position of their website on the best search engines,1,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""YES"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""YES"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3DGDV62G7OUCRZHKH142WUPTB9P2P9,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3CN4LGXD5Y9JPBL224OARKBVVGH4YR,AMG9Y1YLBTKIV,Approved,Fri Jun 04 11:17:12 PDT 2021,Fri Jun 04 11:17:44 PDT 2021,Mon Jun 07 11:17:44 PDT 2021,Mon Jun 07 11:18:27 PDT 2021,,,32,100% (424/424),0% (0/0),0% (0/0),1110080,the.link.free.fr,1110080.jpeg,freely increase the link popularity and the promotion of your web site in the search engines.,freely increase the link popularity of your website in the search engines. It's free and it's for all the webmasters who would like to increase the position of their website on the best search engines,1,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3DGDV62G7OUCRZHKH142WUPTB9P2P9,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3WZ36BJEV417TO7H7DBYRHPMQ6HBTG,A681XM15AN28F,Approved,Fri Jun 04 11:27:21 PDT 2021,Fri Jun 04 11:27:50 PDT 2021,Mon Jun 07 11:27:50 PDT 2021,Mon Jun 07 11:28:27 PDT 2021,,,29,100% (481/481),0% (0/0),0% (0/0),1110080,the.link.free.fr,1110080.jpeg,freely increase the link popularity and the promotion of your web site in the search engines.,freely increase the link popularity of your website in the search engines. It's free and it's for all the webmasters who would like to increase the position of their website on the best search engines,1,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3HEM8MA6H9XTJIJ5JCU3SCNWRF2QPA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,33CID57105EE7GVZJBU1N7HT8Z3L3D,AMG9Y1YLBTKIV,Approved,Thu Jun 03 19:56:32 PDT 2021,Thu Jun 03 19:56:53 PDT 2021,Sun Jun 06 19:56:53 PDT 2021,Sun Jun 06 19:57:21 PDT 2021,,,21,100% (424/424),0% (0/0),0% (0/0),931960,www.italic-handwriting.org,931960.jpeg,The Society for Italic Handwriting  Home,,9,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3HEM8MA6H9XTJIJ5JCU3SCNWRF2QPA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,323Q6SJS8J171WS2CLG5WODJU88FHI,AE03LUY7RH400,Approved,Thu Jun 03 22:52:06 PDT 2021,Thu Jun 03 22:53:34 PDT 2021,Sun Jun 06 22:53:34 PDT 2021,Sun Jun 06 22:54:22 PDT 2021,,,88,100% (306/306),0% (0/0),0% (0/0),931960,www.italic-handwriting.org,931960.jpeg,The Society for Italic Handwriting  Home,,9,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""YES"",""category-2"":""NO"",""category-3"":""YES"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""YES"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3HEM8MA6H9XTJIJ5JCU3SCNWRF2QPA,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:50 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:50 PDT 2021,,,3OE22WJIGJ99X7OVQ0YYR26NVILUQU,A681XM15AN28F,Approved,Thu Jun 03 23:37:08 PDT 2021,Thu Jun 03 23:38:15 PDT 2021,Sun Jun 06 23:38:15 PDT 2021,Sun Jun 06 23:38:22 PDT 2021,,,67,100% (481/481),0% (0/0),0% (0/0),931960,www.italic-handwriting.org,931960.jpeg,The Society for Italic Handwriting  Home,,9,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3JUDR1D0D6CXRBIZHEJRWZF3G5B2Q0,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3B4YI393VAH5VAB4TZS37130S9KSS0,AE03LUY7RH400,Approved,Thu Jun 03 23:12:55 PDT 2021,Thu Jun 03 23:15:11 PDT 2021,Sun Jun 06 23:15:11 PDT 2021,Sun Jun 06 23:15:22 PDT 2021,,,136,100% (306/306),0% (0/0),0% (0/0),1766580,www.theautoappraiser.com,1766580.jpeg,Main Page  theautoappraiserlsc,,13,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3JUDR1D0D6CXRBIZHEJRWZF3G5B2Q0,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3X66WABAJX3YLOHY8KXLAFCLCKOG3D,ABM77ZQWCHPNX,Approved,Fri Jun 04 10:04:36 PDT 2021,Fri Jun 04 10:05:06 PDT 2021,Mon Jun 07 10:05:06 PDT 2021,Mon Jun 07 10:05:27 PDT 2021,,,30,100% (4/4),0% (0/0),0% (0/0),1766580,www.theautoappraiser.com,1766580.jpeg,Main Page  theautoappraiserlsc,,13,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3JUDR1D0D6CXRBIZHEJRWZF3G5B2Q0,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3WS1NTTKEZXWQWM6ED9KQWE28TC0FB,A681XM15AN28F,Approved,Fri Jun 04 11:22:53 PDT 2021,Fri Jun 04 11:23:50 PDT 2021,Mon Jun 07 11:23:50 PDT 2021,Mon Jun 07 11:24:27 PDT 2021,,,57,100% (481/481),0% (0/0),0% (0/0),1766580,www.theautoappraiser.com,1766580.jpeg,Main Page  theautoappraiserlsc,,13,0,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3V8JSVE8YYBYVTL118VMBMRUCHHYE0,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,304SM51WA4P6EOU2ID68HCT0OLRSBS,A3HW4QDJB63OQ2,Approved,Thu Jun 03 21:10:19 PDT 2021,Thu Jun 03 21:10:49 PDT 2021,Sun Jun 06 21:10:49 PDT 2021,Sun Jun 06 21:11:21 PDT 2021,,,30,100% (227/227),0% (0/0),0% (0/0),1722146,www.fowlermill.com,1722146.jpeg,"Pancake and Baking Mixes, Gift Baskets, Gift Boxes, Specialty Food  Fowler Mill",,1,2,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3V8JSVE8YYBYVTL118VMBMRUCHHYE0,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3TXWC2NHN0BNQVF5KTSCQ6YA0MR9S4,AKSJ3C5O3V9RB,Approved,Fri Jun 04 06:22:13 PDT 2021,Fri Jun 04 07:21:45 PDT 2021,Mon Jun 07 07:21:45 PDT 2021,Mon Jun 07 07:22:27 PDT 2021,,,3572,100% (362/362),0% (0/0),0% (0/0),1722146,www.fowlermill.com,1722146.jpeg,"Pancake and Baking Mixes, Gift Baskets, Gift Boxes, Specialty Food  Fowler Mill",,1,2,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3V8JSVE8YYBYVTL118VMBMRUCHHYE0,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3B4YI393VAH5VAB4TZS37130SBGSS0,A681XM15AN28F,Approved,Fri Jun 04 10:00:26 PDT 2021,Fri Jun 04 10:04:55 PDT 2021,Mon Jun 07 10:04:55 PDT 2021,Mon Jun 07 10:05:27 PDT 2021,,,269,100% (481/481),0% (0/0),0% (0/0),1722146,www.fowlermill.com,1722146.jpeg,"Pancake and Baking Mixes, Gift Baskets, Gift Boxes, Specialty Food  Fowler Mill",,1,2,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
371QPA24C293U6SVFED8WLGL86VT1N,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3X87C8JFV7WTIUWR1V3YC1OZALSSQ4,A3HW4QDJB63OQ2,Approved,Thu Jun 03 21:12:44 PDT 2021,Thu Jun 03 21:13:39 PDT 2021,Sun Jun 06 21:13:39 PDT 2021,Sun Jun 06 21:14:21 PDT 2021,,,55,100% (227/227),0% (0/0),0% (0/0),1099809,www.simon-cozens.org,1099809.jpeg,Simon Cozens,Simon Cozens’ Blog,7,1,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
371QPA24C293U6SVFED8WLGL86VT1N,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3QBD8R3Z2247VXH0WHFCPTDTH4EO4S,A681XM15AN28F,Approved,Thu Jun 03 23:18:07 PDT 2021,Thu Jun 03 23:18:54 PDT 2021,Sun Jun 06 23:18:54 PDT 2021,Sun Jun 06 23:19:22 PDT 2021,,,47,100% (481/481),0% (0/0),0% (0/0),1099809,www.simon-cozens.org,1099809.jpeg,Simon Cozens,Simon Cozens’ Blog,7,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
371QPA24C293U6SVFED8WLGL86VT1N,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3VHP9MDGRO5GKOHMQT24LXG3HGJCFM,A2TUNPP2GOQ1N3,Approved,Fri Jun 04 02:07:53 PDT 2021,Fri Jun 04 02:10:02 PDT 2021,Mon Jun 07 02:10:02 PDT 2021,Mon Jun 07 02:10:27 PDT 2021,,,129,100% (92/92),0% (0/0),0% (0/0),1099809,www.simon-cozens.org,1099809.jpeg,Simon Cozens,Simon Cozens’ Blog,7,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
363A7XIFV47E1M9KGS6G84X99LHVAT,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3M1CVSFP61QPIYAXKVH7R1UTOFMAQR,A3HW4QDJB63OQ2,Approved,Thu Jun 03 21:16:45 PDT 2021,Thu Jun 03 21:17:21 PDT 2021,Sun Jun 06 21:17:21 PDT 2021,Sun Jun 06 21:18:21 PDT 2021,,,36,100% (227/227),0% (0/0),0% (0/0),1190369,morningwoodbassets.com,1190369.jpeg,"Morningwood Bassets  AKC registered Basset Hounds  Plano, TX.  Home",,8,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
363A7XIFV47E1M9KGS6G84X99LHVAT,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3FQ5JJ512M9ARE6RGU2FHL2KOG0KN0,A681XM15AN28F,Approved,Thu Jun 03 23:32:41 PDT 2021,Thu Jun 03 23:33:04 PDT 2021,Sun Jun 06 23:33:04 PDT 2021,Sun Jun 06 23:33:22 PDT 2021,,,23,100% (481/481),0% (0/0),0% (0/0),1190369,morningwoodbassets.com,1190369.jpeg,"Morningwood Bassets  AKC registered Basset Hounds  Plano, TX.  Home",,8,3,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""YES"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
363A7XIFV47E1M9KGS6G84X99LHVAT,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,3SKEMFQBZ4QPO7JNASDWZOCPZL28K1,AE03LUY7RH400,Approved,Thu Jun 03 23:41:26 PDT 2021,Thu Jun 03 23:47:13 PDT 2021,Sun Jun 06 23:47:13 PDT 2021,Sun Jun 06 23:47:23 PDT 2021,,,347,100% (306/306),0% (0/0),0% (0/0),1190369,morningwoodbassets.com,1190369.jpeg,"Morningwood Bassets  AKC registered Basset Hounds  Plano, TX.  Home",,8,3,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3D42WVSDH8GQ17LXWJFST4CUOIWYFI,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 15:30:51 PDT 2021,3,BatchId:4465309;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 15:30:51 PDT 2021,,,30JNVC0ORA54SLIBQ1RZ8NHX1A8HQ5,AMG9Y1YLBTKIV,Approved,Thu Jun 03 19:51:00 PDT 2021,Thu Jun 03 19:51:35 PDT 2021,Sun Jun 06 19:51:35 PDT 2021,Sun Jun 06 19:52:21 PDT 2021,,,35,100% (424/424),0% (0/0),0% (0/0),1777559,snappibaby.com,1777559.jpeg,Snappi Baby,,11,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
